,actual_used_bytes,actual_used_pct,swap_free,swap_total,free,swap,bytes_total,bytes_total_norm,swap_norm
460,3147952128.0,0.0468,34355539968.0,34355539968.0,58325860352.0,0.0,61473812480.0,0.9363164061832266,0.0
470,5134266368.0,0.5978,4486172672.0,9931096064.0,3454652416.0,0.5482701362378041,8588918784.0,0.13081904707717404,0.6867592698257294
473,9159712768.0,0.5332,9828237312.0,19728982016.0,8019132416.0,0.5018375857391222,17178845184.0,0.2616534412973651,0.6285981875982084
505,2403692544.0,0.0357,34355539968.0,34355539968.0,62829293568.0,0.0,65232986112.0,0.9935729159609165,0.0
520,4233080832.0,0.4929,5512491008.0,9931096064.0,4355837952.0,0.44492622239526447,8588918784.0,0.13081904707717404,0.5573114189935762
522,4312772608.0,0.5021,6543876096.0,11004837888.0,4276146176.0,0.4053636988932262,8588918784.0,0.13081904707717404,0.5077556836782051
523,6084390912.0,0.2361,23515926528.0,29526859776.0,19684372480.0,0.20357509378243477,25768763392.0,0.3924877107440357,0.2549967133356504
531,3822112768.0,0.0568,34355539968.0,34355539968.0,57355198464.0,0.0,61177311232.0,0.9318003533835647,0.0
532,6090018816.0,0.2363,23500095488.0,29526859776.0,19678744576.0,0.204111251034513,25768763392.0,0.3924877107440357,0.2556683000930026
539,6048620544.0,0.23470000000000002,23548477440.0,29526859776.0,19720142848.0,0.20247267678831682,25768763392.0,0.3924877107440357,0.25361583365630275
541,6123372544.0,0.2376,23468769280.0,29526859776.0,19645390848.0,0.20517219040421397,25768763392.0,0.3924877107440357,0.2569972251952613
548,6090588160.0,0.2364,23493140480.0,29526859776.0,19678175232.0,0.20434679955043245,25768763392.0,0.3924877107440357,0.25596334648730634
560,3961032704.0,0.4612,6930014208.0,11004837888.0,4627886080.0,0.3702756661634523,8588918784.0,0.13081904707717404,0.46380466365279727
562,6861250560.0,0.2556,23727312896.0,30735253504.0,19981688832.0,0.22800985217473346,26842939392.0,0.4088486386148342,0.2856035177605858
568,4620132352.0,0.26890000000000003,14386995200.0,19728982016.0,12558712832.0,0.2707684974150062,17178845184.0,0.2616534412973651,0.3391626924138821
569,4610379776.0,0.2684,14205145088.0,19728982016.0,12568465408.0,0.2799859072059686,17178845184.0,0.2616534412973651,0.35070835430450215
572,5744607232.0,0.22290000000000001,23818899456.0,29526859776.0,20024156160.0,0.19331416761898734,25768763392.0,0.3924877107440357,0.24214395026505986
579,5746147328.0,0.223,23811883008.0,29526859776.0,20022616064.0,0.19355179695218527,25768763392.0,0.3924877107440357,0.24244160307627444
582,3134001152.0,0.0465,34355539968.0,34355539968.0,58368811008.0,0.0,61502812160.0,0.9367581044456681,0.0
590,8997871616.0,0.5238,9736880128.0,19728982016.0,8180973568.0,0.5064681938427694,17178845184.0,0.2616534412973651,0.6343984543461506
593,6781595648.0,0.2632,22956531712.0,29526859776.0,18987167744.0,0.22252038021803078,25768763392.0,0.3924877107440357,0.2787274442640735
600,5485871104.0,0.2129,23915724800.0,29526859776.0,20282892288.0,0.1900349383093165,25768763392.0,0.3924877107440357,0.23803641097474934
606,5168529408.0,0.07680000000000001,34355539968.0,34355539968.0,55420239872.0,0.0,60588769280.0,0.9228361869661331,0.0
615,3743797248.0,0.055600000000000004,34355539968.0,34355539968.0,57446948864.0,0.0,61190746112.0,0.9320049819571251,0.0
620,3297607680.0,0.1228,27410345984.0,30735253504.0,23545331712.0,0.10817895221092888,26842939392.0,0.4088486386148342,0.13550418547448762
623,5526913024.0,0.21450000000000002,23891374080.0,29526859776.0,20241850368.0,0.19085963555733854,25768763392.0,0.3924877107440357,0.23906942087706737
627,9320435712.0,0.5426,9504821248.0,19728990208.0,7858417664.0,0.5182307280914029,17178853376.0,0.2616535660708856,0.6491321210151445
635,8838094848.0,0.5145000000000001,10008166400.0,19728982016.0,8340750336.0,0.4927175466081585,17178845184.0,0.2616534412973651,0.6171744915031759
641,5397405696.0,0.20950000000000002,23980056576.0,29526859776.0,20371357696.0,0.18785618389763714,25768763392.0,0.3924877107440357,0.2353073187080031
644,7222304768.0,0.2691,23120740352.0,30735253504.0,19620634624.0,0.24774525289043148,26842939392.0,0.4088486386148342,0.3103239402118869
648,4774952960.0,0.278,14257115136.0,19728982016.0,12403892224.0,0.27735170905231565,17178845184.0,0.2616534412973651,0.3474087764486068
649,5539561472.0,0.215,23889883136.0,29526859776.0,20229201920.0,0.1909101300566287,25768763392.0,0.3924877107440357,0.2391326699274364
666,3229560832.0,0.048,34355539968.0,34355539968.0,58190143488.0,0.0,61419704320.0,0.9354922770805641,0.0
673,5521854464.0,0.21430000000000002,23905849344.0,29526859776.0,20246908928.0,0.19036939500653793,25768763392.0,0.3924877107440357,0.23845534905288038
675,3849871360.0,0.0572,34355539968.0,34355539968.0,57312915456.0,0.0,61162786816.0,0.9315791299317826,0.0
679,2959200256.0,0.1102,27797020672.0,30735253504.0,23883739136.0,0.09559813234068848,26842939392.0,0.4088486386148342,0.11974554006078254
685,5368008704.0,0.3125,13390004224.0,19728982016.0,11810836480.0,0.32130283188758324,17178845184.0,0.2616534412973651,0.40246164004881846
686,5701787648.0,0.22130000000000002,23668064256.0,29526859776.0,20066975744.0,0.19842257403755958,25768763392.0,0.3924877107440357,0.24854270378110052
698,4687147008.0,0.5457000000000001,6382428160.0,11004837888.0,3901771776.0,0.42003433172245197,8588918784.0,0.13081904707717404,0.526132013928136
703,5684658176.0,0.22060000000000002,23869149184.0,29526859776.0,20084105216.0,0.19161233652752663,25768763392.0,0.3924877107440357,0.24001224875427146
709,2875273216.0,0.1071,27825057792.0,30735253504.0,23967666176.0,0.09468591861854192,26842939392.0,0.4088486386148342,0.11860290764595655
716,4945752064.0,0.07350000000000001,34355539968.0,34355539968.0,55734702080.0,0.0,60680454144.0,0.9242326522071624,0.0
717,9478815744.0,0.5518000000000001,9563045888.0,19728990208.0,7700037632.0,0.515279505581475,17178853376.0,0.2616535660708856,0.6454354407072966
729,3641999360.0,0.0541,34355539968.0,34355539968.0,57598550016.0,0.0,61240549376.0,0.932763542574784,0.0
735,3524710400.0,0.1313,26821492736.0,30735253504.0,23318228992.0,0.1273378391849167,26842939392.0,0.4088486386148342,0.15950247091679862
746,10338435072.0,0.6018,9133248512.0,19728990208.0,6840418304.0,0.5370645727069946,17178853376.0,0.2616535660708856,0.6727232607131216
747,3911806976.0,0.4554,6911287296.0,11004837888.0,4677111808.0,0.37197736428845796,8588918784.0,0.13081904707717404,0.4659361986107506
748,6275805184.0,0.0932,34355539968.0,34355539968.0,51935059968.0,0.0,58210865152.0,0.8866179900208634,0.0
750,4211269632.0,0.0626,34355539968.0,34355539968.0,56800296960.0,0.0,61011566592.0,0.9292758731307835,0.0
751,2337198080.0,0.0347,34355539968.0,34355539968.0,63271710720.0,0.0,65608908800.0,0.9992986480414737,0.0
753,2436255744.0,0.0362,34355539968.0,34355539968.0,62595489792.0,0.0,65031745536.0,0.9905077920439662,0.0
761,5686280192.0,0.2207,23861587968.0,29526859776.0,20082483200.0,0.19186841577392666,25768763392.0,0.3924877107440357,0.2403330117954285
767,3995262976.0,0.4652,6823403520.0,11004837888.0,4593655808.0,0.37996328619793296,8588918784.0,0.13081904707717404,0.47593930754728686
768,9362026496.0,0.545,9456119808.0,19728990208.0,7816826880.0,0.5206992497687188,17178853376.0,0.2616535660708856,0.6522241736961375
772,6712279040.0,0.3907,12315643904.0,19728982016.0,10466566144.0,0.37575877488194065,17178845184.0,0.2616534412973651,0.4706727666024186
778,2403090432.0,0.0357,34355539968.0,34355539968.0,63048208384.0,0.0,65451298816.0,0.996898067894513,0.0
785,3810897920.0,0.056600000000000004,34355539968.0,34355539968.0,57361850368.0,0.0,61172748288.0,0.9317308545326664,0.0
789,6094061568.0,0.7095,2835222528.0,10862071808.0,2494857216.0,0.7389795816013813,8588918784.0,0.13081904707717404,0.9256405635352106
790,10554236928.0,0.6144000000000001,7654821888.0,19728990208.0,6624616448.0,0.6120013337075909,17178853376.0,0.2616535660708856,0.7665885141099493
805,6174969856.0,0.2396,23304904704.0,29526859776.0,19593793536.0,0.21072186880696753,25768763392.0,0.3924877107440357,0.2639487128575212
807,5093400576.0,0.0757,34355539968.0,34355539968.0,55537119232.0,0.0,60630519808.0,0.9234720952131762,0.0
809,6097752064.0,0.71,2835763200.0,10862071808.0,2491166720.0,0.7389298054620264,8588918784.0,0.13081904707717404,0.9255782142973829
813,4741685248.0,0.276,14268637184.0,19728982016.0,12437159936.0,0.27676769270567114,17178845184.0,0.2616534412973651,0.3466772417300827
830,4269027328.0,0.497,5452963840.0,9931096064.0,4319891456.0,0.4509202403381364,8588918784.0,0.13081904707717404,0.5648194832007859
863,6621646848.0,0.771,2342031360.0,10929037312.0,1967271936.0,0.7857056122016833,8588918784.0,0.13081904707717404,0.9841692568489018
870,4110061568.0,0.47850000000000004,5652004864.0,9931096064.0,4478857216.0,0.4308780392842648,8588918784.0,0.13081904707717404,0.539714764829827
883,6971711488.0,0.2705,22781300736.0,29526859776.0,18797051904.0,0.22845500981729594,25768763392.0,0.3924877107440357,0.28616111905483343
898,7162294272.0,0.26680000000000004,23469023232.0,30735253504.0,19680645120.0,0.23641354612722965,26842939392.0,0.4088486386148342,0.29612992498432694
899,5196951552.0,0.6051000000000001,4438171648.0,9931096064.0,3391967232.0,0.5531035427108321,8588918784.0,0.13081904707717404,0.6928135603675508
905,9192865792.0,0.5351,9634734080.0,19728982016.0,7985979392.0,0.5116456555038507,17178845184.0,0.2616534412973651,0.6408837059673927
907,4448501760.0,0.5179,6567264256.0,11004837888.0,4140417024.0,0.4032384372366685,8588918784.0,0.13081904707717404,0.5050935960557396
909,6713012224.0,0.39080000000000004,12317609984.0,19728982016.0,10465832960.0,0.37565912047511896,17178845184.0,0.2616534412973651,0.4705479402018172
925,7973097472.0,0.297,22486708224.0,30735253504.0,18869841920.0,0.2683740766584698,26842939392.0,0.4088486386148342,0.3361634580187749
934,3732320256.0,0.43460000000000004,7073755136.0,11004837888.0,4856598528.0,0.3572140536742089,8588918784.0,0.13081904707717404,0.4474437808270204
936,8370438144.0,0.4873,10925072384.0,19728982016.0,8808407040.0,0.4462424683067844,17178845184.0,0.2616534412973651,0.5589601392527341
938,6450229248.0,0.751,2399039488.0,10929037312.0,2138689536.0,0.7804894045547934,8588918784.0,0.13081904707717404,0.9776354722816466
939,4040765440.0,0.47050000000000003,6942400512.0,11004837888.0,4548153344.0,0.36915013354533843,8588918784.0,0.13081904707717404,0.4623948295073795
943,2266337280.0,0.0844,28402311168.0,30735253504.0,24576602112.0,0.0759044442466168,26842939392.0,0.4088486386148342,0.09507736654240194
947,7674437632.0,0.2859,22900961280.0,30735253504.0,19168501760.0,0.25489596898819844,26842939392.0,0.4088486386148342,0.3192808762940366
948,5086867456.0,0.5923,4397821952.0,9931096064.0,3502051328.0,0.5571665077390595,8588918784.0,0.13081904707717404,0.697902801439953
950,6016200704.0,0.2335,23590146048.0,29526859776.0,19752562688.0,0.20106146651007828,25768763392.0,0.3924877107440357,0.2518481617073909
953,7926181888.0,0.46140000000000003,10947510272.0,19728982016.0,9252663296.0,0.44510516238893205,17178845184.0,0.2616534412973651,0.5575355579558714
956,2412498944.0,0.0358,34355539968.0,34355539968.0,62660419584.0,0.0,65072918528.0,0.9911349037578165,0.0
960,4705394688.0,0.5478000000000001,5087121408.0,9931096064.0,3883524096.0,0.4877583123537893,8588918784.0,0.13081904707717404,0.6109625899781436
973,6127378432.0,0.2378,23445200896.0,29526859776.0,19641384960.0,0.20597039191222388,25768763392.0,0.3924877107440357,0.2579970467222483
974,6276415488.0,0.0932,34355539968.0,34355539968.0,52001480704.0,0.0,58277896192.0,0.8876389493520573,0.0
977,6126477312.0,0.23770000000000002,23446556672.0,29526859776.0,19642286080.0,0.20592447521094637,25768763392.0,0.3924877107440357,0.25793953178908324
982,4894167040.0,0.5698,5044699136.0,9931096064.0,3694751744.0,0.4920299729768076,8588918784.0,0.13081904707717404,0.6163132416669946
985,4304769024.0,0.5012,5446918144.0,9931096064.0,4284149760.0,0.45152900456325706,8588918784.0,0.13081904707717404,0.5655820169357231
995,7296258048.0,0.2718,23078686720.0,30735253504.0,19546681344.0,0.2491135068400704,26842939392.0,0.4088486386148342,0.31203780536937675
997,5762142208.0,0.22360000000000002,23790063616.0,29526859776.0,20006621184.0,0.1942907645283356,25768763392.0,0.3924877107440357,0.24336722860186713
1003,5400903680.0,0.2096,23986950144.0,29526859776.0,20367859712.0,0.18762271619899606,25768763392.0,0.3924877107440357,0.23501487873061008
1011,8376188928.0,0.48760000000000003,10930507776.0,19728982016.0,8802656256.0,0.445966965394592,17178845184.0,0.2616534412973651,0.5586150462660717
1012,5954908160.0,0.2311,23624179712.0,29526859776.0,19813855232.0,0.19990883245897395,25768763392.0,0.3924877107440357,0.2504043804999291
1013,6079762432.0,0.2359,23522250752.0,29526859776.0,19689000960.0,0.20336090832390719,25768763392.0,0.3924877107440357,0.25472842615496416
1020,6894530560.0,0.2676,22870335488.0,29526859776.0,18874232832.0,0.22543962813853136,25768763392.0,0.3924877107440357,0.2823840734288137
1038,6010560512.0,0.23320000000000002,23563272192.0,29526859776.0,19758202880.0,0.20197161598766822,25768763392.0,0.3924877107440357,0.25298820846417946
1040,7352553472.0,0.27390000000000003,22821859328.0,30735253504.0,19490385920.0,0.25746962441582344,26842939392.0,0.4088486386148342,0.32250461876227887
1043,5221965824.0,0.608,4423102464.0,9931096064.0,3366952960.0,0.5546209164128775,8588918784.0,0.13081904707717404,0.6947142118654057
1048,4106776576.0,0.4781,5785034752.0,9931096064.0,4482142208.0,0.41748275168028826,8588918784.0,0.13081904707717404,0.5229359229305803
1061,9023950848.0,0.5253,9932120064.0,19728982016.0,8154894336.0,0.4965720960186819,17178845184.0,0.2616534412973651,0.6220026726564353
1071,6330486784.0,0.094,34355539968.0,34355539968.0,53658963968.0,0.0,59989450752.0,0.9137078809825315,0.0
1075,3865595904.0,0.4501,6896521216.0,11004837888.0,4723322880.0,0.3733191450716261,8588918784.0,0.13081904707717404,0.4676169036683667
1089,3467108352.0,0.051500000000000004,34355539968.0,34355539968.0,57870716928.0,0.0,61337825280.0,0.9342451657435298,0.0
1101,3800735744.0,0.4425,6129668096.0,9931096064.0,4788183040.0,0.3827803037552009,8588918784.0,0.13081904707717404,0.4794678836867622
1102,3257253888.0,0.1213,27134738432.0,30735253504.0,23585685504.0,0.11714609972328405,26842939392.0,0.4088486386148342,0.14673637061640019
1114,5153345536.0,0.6000000000000001,4471398400.0,9931096064.0,3435573248.0,0.5497578141239899,8588918784.0,0.13081904707717404,0.6886227245560264
1133,9539497984.0,0.5553,9515147264.0,19728982016.0,7639347200.0,0.5177071347987791,17178845184.0,0.2616534412973651,0.648476271783969
1146,6340534272.0,0.0942,34355539968.0,34355539968.0,53708800000.0,0.0,60049334272.0,0.914619975417121,0.0
1150,8085204992.0,0.4706,10991267840.0,19728982016.0,9093640192.0,0.4428872289971071,17178845184.0,0.2616534412973651,0.5547573903774878
1158,4689920000.0,0.273,14206025728.0,19728982016.0,12488925184.0,0.2799412703362464,17178845184.0,0.2616534412973651,0.3506524424792328
1169,6405394432.0,0.7458,2412888064.0,10929037312.0,2183524352.0,0.7792222686118322,8588918784.0,0.13081904707717404,0.9760482668195192
1189,5962129408.0,0.23140000000000002,23618174976.0,29526859776.0,19806633984.0,0.20011219766765354,25768763392.0,0.3924877107440357,0.25065911431267895
1195,6297157632.0,0.36660000000000004,12281585664.0,19728990208.0,10881695744.0,0.37748533835148423,17178853376.0,0.2616535660708856,0.47283544771393776
1206,9023594496.0,0.5253,9716850688.0,19728982016.0,8155250688.0,0.5074834231122652,17178845184.0,0.2616534412973651,0.6356701233022768
1210,7791480832.0,0.4536,11188289536.0,19728982016.0,9387364352.0,0.43290081936683744,17178845184.0,0.2616534412973651,0.5422484847622274
1219,3366166528.0,0.1254,27333177344.0,30735253504.0,23476772864.0,0.11068970553821011,26842939392.0,0.4088486386148342,0.1386491372196038
1228,3133542400.0,0.11670000000000001,27637108736.0,30735253504.0,23709396992.0,0.10080101560238619,26842939392.0,0.4088486386148342,0.12626263459799483
1236,6841495552.0,0.2655,22890598400.0,29526859776.0,18927267840.0,0.22475337460010159,25768763392.0,0.3924877107440357,0.2815244771316283
1238,5519151104.0,0.2142,23908106240.0,29526859776.0,20249612288.0,0.19029295965184323,25768763392.0,0.3924877107440357,0.23835960667168996
1241,7909638144.0,0.46040000000000003,11059396608.0,19728982016.0,9269207040.0,0.43943399618738843,17178845184.0,0.2616534412973651,0.5504318955416502
1249,4162510848.0,0.0618,34355539968.0,34355539968.0,56855674880.0,0.0,61018185728.0,0.9293766901353181,0.0
1251,8818151424.0,0.3285,21552742400.0,30735253504.0,18024787968.0,0.2987615216124687,26842939392.0,0.4088486386148342,0.37422655525707915
1252,6051303424.0,0.7045,2789015552.0,10862071808.0,2537615360.0,0.7432335560564175,8588918784.0,0.13081904707717404,0.9309690616559451
1260,7980515328.0,0.4646,10993905664.0,19728982016.0,9198329856.0,0.44275352600128803,17178845184.0,0.2616534412973651,0.5545899149566811
1264,4844830720.0,0.28200000000000003,14209318912.0,19728982016.0,12334014464.0,0.27977434920482014,17178845184.0,0.2616534412973651,0.3504433582582256
1274,2892443648.0,0.1078,27824644096.0,30735253504.0,23950495744.0,0.09469937860187816,26842939392.0,0.4088486386148342,0.1186197675252695
1280,3004387328.0,0.0446,34355539968.0,34355539968.0,58578477056.0,0.0,61582864384.0,0.937977391287639,0.0
1287,8646688768.0,0.3221,21779791872.0,30735253504.0,18196250624.0,0.29137425630260383,26842939392.0,0.4088486386148342,0.36497331931571597
1290,4193009664.0,0.1627,25461374976.0,29526859776.0,21575753728.0,0.13768767931442893,25768763392.0,0.3924877107440357,0.17246660698835353
1294,4439457792.0,0.5169,5316083712.0,9931096064.0,4149460992.0,0.4647032233158348,8588918784.0,0.13081904707717404,0.582083949565372
