,cores,user_pct,idle_pct,system_pct,host
971,16,0.0009375,0.9979375,0.0011250000000000001,PRUEBAS
975,16,0.0015625,0.9969375,0.001375,PRUEBAS
976,4,0.00235,0.98945,0.0082,DEVELOP
986,4,0.0328,0.95625,0.01095,DEVELOP
989,4,0.001575,0.993375,0.0050750000000000005,PREPRODUCCION
994,4,0.038625,0.937975,0.023425,DEVELOP
998,4,0.0015500000000000002,0.991425,0.007025,PREPRODUCCION
1010,16,0.007381250000000001,0.99093125,0.0016875,PRUEBAS
1017,4,0.001175,0.994125,0.0047,QASERVER
1021,4,0.00625,0.9832000000000001,0.01055,PREPRODUCCION
1035,4,0.00235,0.99025,0.007425,DEVELOP
1036,4,0.002725,0.990625,0.0066500000000000005,DEVELOP
1037,4,0.022275,0.9578,0.019925000000000002,PREPRODUCCION
1044,4,0.0207,0.9504,0.028900000000000002,QASERVER
1049,8,0.0703125,0.8974625,0.032225000000000004,PRODUCCION
1050,8,0.0089625,0.9754375,0.015600000000000001,PRODUCCION
1052,16,0.00125,0.997375,0.001375,PRUEBAS
1058,4,0.008175,0.981275,0.010525000000000001,PREPRODUCCION
1065,16,0.0014375,0.9970625,0.0014375,PRUEBAS
1068,8,0.015425000000000001,0.959775,0.024800000000000003,PRODUCCION
1070,4,0.009000000000000001,0.982025,0.008975,PREPRODUCCION
1079,8,0.011125,0.9595875,0.0292875,PRODUCCION
1083,4,0.021875000000000002,0.94375,0.034375,QASERVER
1090,8,0.020862500000000003,0.9512375,0.0279,PRODUCCION
1091,4,0.023025,0.9177,0.059275,DEVELOP
1104,4,0.034375,0.93945,0.026175,DEVELOP
1105,4,0.007025,0.982425,0.01055,PREPRODUCCION
1107,4,0.032375,0.9524250000000001,0.0152,DEVELOP
1108,4,0.030025000000000003,0.94775,0.022225,DEVELOP
1109,4,0.018375000000000002,0.966,0.015625,PREPRODUCCION
1120,4,0.006625000000000001,0.9828250000000001,0.01055,PREPRODUCCION
1122,4,0.038675,0.49922500000000003,0.4621,DEVELOP
1125,4,0.025,0.9414,0.033600000000000005,QASERVER
1126,8,0.015437500000000002,0.9626875,0.021875000000000002,PRODUCCION
1135,4,0.016025,0.970675,0.013300000000000001,PREPRODUCCION
1145,16,0.00706875,0.99136875,0.0015625,PRUEBAS
1147,4,0.00235,0.990975,0.0066500000000000005,DEVELOP
1149,4,0.0066500000000000005,0.98355,0.0098,QASERVER
1154,16,0.00125,0.997625,0.0011250000000000001,PRUEBAS
1157,16,0.0058125,0.99249375,0.0016250000000000001,PRUEBAS
1159,4,0.00585,0.98985,0.0043,DEVELOP
1167,4,0.02535,0.9407,0.03395,DEVELOP
1172,4,0.016025,0.973825,0.010150000000000001,PREPRODUCCION
1178,4,0.02895,0.943275,0.027775,PREPRODUCCION
1184,16,0.001,0.99775,0.00125,PRUEBAS
1193,8,0.012700000000000001,0.9660125,0.0212875,PRODUCCION
1202,8,0.007825,0.974775,0.017400000000000002,PRODUCCION
1208,16,0.007381250000000001,0.99111875,0.0015,PRUEBAS
1211,4,0.007025,0.9793000000000001,0.013675000000000001,PREPRODUCCION
1216,4,0.012075,0.977375,0.010525000000000001,QASERVER
1229,16,0.0010625,0.9979375,0.001,PRUEBAS
1234,16,0.003,0.99575,0.0011875,PRUEBAS
1243,16,0.0011875,0.9974375,0.001375,PRUEBAS
1253,8,0.0088,0.9614625,0.0297375,PRODUCCION
1256,4,0.003125,0.9867,0.010175,DEVELOP
1261,4,0.012875000000000001,0.9594,0.027725,PREPRODUCCION
1263,4,0.01875,0.971475,0.009775,PREPRODUCCION
1272,16,0.0055625,0.992875,0.0015,PRUEBAS
1275,4,0.01875,0.9746250000000001,0.006625000000000001,PREPRODUCCION
1284,4,0.058600000000000006,0.900775,0.040625,DEVELOP
1288,16,0.0011875,0.997625,0.0011250000000000001,PRUEBAS
1308,8,0.0081875,0.971725,0.0200875,PRODUCCION
1311,4,0.0039000000000000003,0.988325,0.0078000000000000005,DEVELOP
1318,4,0.0211,0.9581500000000001,0.020725,PREPRODUCCION
1321,4,0.015225,0.975025,0.00975,QASERVER
1323,4,0.023425,0.9625,0.01405,PREPRODUCCION
1324,8,0.005675,0.98845,0.005875,PRODUCCION
1326,4,0.01875,0.969925,0.011325,DEVELOP
1329,4,0.051225,0.897125,0.05165,DEVELOP
1339,4,0.0461,0.9121,0.041800000000000004,DEVELOP
1350,4,0.0039250000000000005,0.985525,0.01055,QASERVER
1352,4,0.026175,0.947275,0.02655,PREPRODUCCION
1356,4,0.034375,0.944125,0.021500000000000002,DEVELOP
1358,4,0.013300000000000001,0.983975,0.002725,QASERVER
1360,8,0.009375,0.967775,0.022850000000000002,PRODUCCION
1372,4,0.030875000000000003,0.9581999999999999,0.010925,DEVELOP
1399,4,0.015625,0.975375,0.009000000000000001,PREPRODUCCION
1409,8,0.0152125,0.9572875,0.0275,PRODUCCION
1410,16,0.003125,0.995125,0.0016250000000000001,PRUEBAS
1416,8,0.0072250000000000005,0.9785125,0.014262500000000001,PRODUCCION
1436,4,0.006625000000000001,0.9879249999999999,0.00545,PREPRODUCCION
1452,16,0.009756250000000001,0.9839875,0.0062562500000000005,PRUEBAS
1455,16,0.0053125,0.9930625,0.0015625,PRUEBAS
1456,4,0.014075,0.97655,0.009375,QASERVER
1461,8,0.015437500000000002,0.9578,0.0267625,PRODUCCION
1462,4,0.016,0.9719,0.012100000000000001,QASERVER
1467,4,0.01325,0.9781500000000001,0.008575000000000001,QASERVER
1471,8,0.011325,0.96485,0.023825000000000002,PRODUCCION
1475,8,0.0035250000000000004,0.9836125,0.0128625,PRODUCCION
1484,4,0.0043,0.98785,0.007825,PREPRODUCCION
1485,4,0.0015500000000000002,0.993,0.00545,DEVELOP
1486,4,0.005475,0.985925,0.0086,PREPRODUCCION
1502,16,0.0015,0.9969375,0.0015,PRUEBAS
1506,8,0.0025375000000000003,0.98085,0.016612500000000002,PRODUCCION
1509,8,0.0078125,0.9759875,0.0162,PRODUCCION
1512,4,0.0082,0.9828250000000001,0.008975,DEVELOP
1515,16,0.0009375,0.997875,0.0011250000000000001,PRUEBAS
1517,4,0.017175,0.976175,0.0066500000000000005,QASERVER
1519,16,0.0010625,0.9975,0.0014375,PRUEBAS
1528,8,0.017975,0.953525,0.0285125,PRODUCCION
1537,4,0.01755,0.9688,0.01365,QASERVER
1545,4,0.009375,0.976175,0.014450000000000001,PREPRODUCCION
1546,8,0.009775,0.9442375000000001,0.045975,PRODUCCION
1548,4,0.023825000000000002,0.94455,0.031625,QASERVER
1558,4,0.005475,0.992575,0.0019500000000000001,QASERVER
1575,4,0.2551,0.607975,0.13692500000000002,PREPRODUCCION
1577,4,0.0039000000000000003,0.987125,0.008975,DEVELOP
1580,16,0.0053750000000000004,0.9933062500000001,0.0013125,PRUEBAS
1582,16,0.00125,0.9974375,0.00125,PRUEBAS
1583,4,0.01525,0.9656,0.01915,PREPRODUCCION
1588,4,0.01955,0.952275,0.028175000000000002,PREPRODUCCION
1601,4,0.005475,0.9882500000000001,0.00625,QASERVER
1614,16,0.0070625,0.99124375,0.0016250000000000001,PRUEBAS
1615,4,0.0008,0.996075,0.003125,QASERVER
1620,4,0.0211,0.94685,0.03205,QASERVER
1623,4,0.0172,0.97185,0.01095,PREPRODUCCION
1632,4,0.296875,0.555075,0.14805000000000001,PREPRODUCCION
1649,8,0.0060625,0.9753625,0.018575,PRODUCCION
1658,8,0.0078125,0.974025,0.0181625,PRODUCCION
1669,4,0.0015500000000000002,0.99415,0.0043,DEVELOP
1679,16,0.0015625,0.9969375,0.0014375,PRUEBAS
1687,8,0.0041125,0.981025,0.014875000000000001,PRODUCCION
1692,8,0.0131,0.961075,0.025825,PRODUCCION
1694,4,0.003125,0.99335,0.0035250000000000004,QASERVER
1695,4,0.016825,0.9761500000000001,0.007025,QASERVER
1697,8,0.0115125,0.9652875,0.023200000000000002,PRODUCCION
1705,4,0.004275,0.987525,0.0082,DEVELOP
1712,16,0.00675625,0.99186875,0.0013125,PRUEBAS
1715,4,0.02495,0.905625,0.069425,PREPRODUCCION
1717,16,0.0073750000000000005,0.9909375,0.0016250000000000001,PRUEBAS
1727,16,0.004875,0.99375,0.001375,PRUEBAS
1728,16,0.0010625,0.9978125,0.0010625,PRUEBAS
1739,4,0.003125,0.991025,0.00585,QASERVER
1740,4,0.014825000000000001,0.9762,0.008975,QASERVER
1750,4,0.01915,0.9675750000000001,0.013275,QASERVER
1752,16,0.0014375,0.997125,0.0014375,PRUEBAS
1760,4,0.04055,0.934075,0.02535,DEVELOP
1765,8,0.009375,0.971875,0.01875,PRODUCCION
1766,4,0.009375,0.98515,0.005475,DEVELOP
1767,4,0.0043,0.985125,0.010575000000000001,DEVELOP
1769,4,0.016825,0.971025,0.012150000000000001,PREPRODUCCION
1791,4,0.001575,0.9949,0.0035250000000000004,PREPRODUCCION
1794,4,0.0066500000000000005,0.983175,0.010175,PREPRODUCCION
1798,4,0.028175000000000002,0.9413,0.030525,QASERVER
1816,16,0.00694375,0.99174375,0.0013125,PRUEBAS
1834,16,0.0011875,0.9975625,0.0011875,PRUEBAS
1838,4,0.001575,0.98165,0.016775,DEVELOP
1839,4,0.03125,0.9586,0.010150000000000001,DEVELOP
1856,8,0.009962500000000001,0.9755875,0.014450000000000001,PRODUCCION
1858,4,0.006625000000000001,0.9879,0.005475,PREPRODUCCION
1863,8,0.0087875,0.9763625,0.01485,PRODUCCION
1867,8,0.010937500000000001,0.9744125,0.014650000000000002,PRODUCCION
1868,16,0.002375,0.99255625,0.00500625,PRUEBAS
1871,8,0.004875,0.9830375,0.012087500000000001,PRODUCCION
1879,4,0.032825,0.841775,0.1254,PREPRODUCCION
1889,4,0.0422,0.931625,0.026175,DEVELOP
1893,4,0.0015500000000000002,0.99455,0.0039000000000000003,QASERVER
1916,4,0.0461,0.818375,0.135525,PREPRODUCCION
1926,16,0.0011875,0.9974375,0.0013125,PRUEBAS
1936,16,0.001,0.998,0.001,PRUEBAS
1938,8,0.0105375,0.96135,0.028125,PRODUCCION
1944,8,0.011125,0.97055,0.0183375,PRODUCCION
1953,16,0.0071937500000000005,0.99118125,0.0015625,PRUEBAS
1958,16,0.0061875,0.99224375,0.0015,PRUEBAS
1959,4,0.0019500000000000001,0.995325,0.002725,QASERVER
1963,4,0.0117,0.975425,0.012875000000000001,DEVELOP
1967,4,0.0035,0.9898750000000001,0.0066500000000000005,DEVELOP
1968,4,0.014425,0.976975,0.008575000000000001,QASERVER
1972,16,0.001375,0.9973125,0.00125,PRUEBAS
1982,16,0.00769375,0.99061875,0.0016875,PRUEBAS
1989,16,0.00125,0.9973125,0.001375,PRUEBAS
1992,4,0.012075,0.985975,0.0019500000000000001,QASERVER
1993,8,0.009787500000000001,0.9687,0.0215125,PRODUCCION
2002,4,0.02145,0.961375,0.017175,DEVELOP
2009,4,0.0035250000000000004,0.990975,0.005475,DEVELOP
2012,4,0.0043,0.99025,0.005475,DEVELOP
2013,8,0.0095625,0.9711,0.0193375,PRODUCCION
2022,4,0.0379,0.9332,0.028900000000000002,QASERVER
2024,8,0.021650000000000003,0.9572875,0.021050000000000003,PRODUCCION
2026,8,0.0078125,0.9689375,0.02325,PRODUCCION
2029,8,0.0214875,0.9539,0.024612500000000002,PRODUCCION
2034,4,0.00115,0.995725,0.003125,QASERVER
2058,16,0.0013125,0.9970625,0.0015,PRUEBAS
2060,8,0.00995,0.969575,0.020475,PRODUCCION
2066,4,0.00585,0.988325,0.00585,PREPRODUCCION
2067,4,0.001575,0.99295,0.005475,QASERVER
2075,4,0.0019500000000000001,0.993375,0.004675,PREPRODUCCION
2081,16,0.0073125,0.99118125,0.0014375,PRUEBAS
2086,16,0.0075625,0.9906874999999999,0.0016875,PRUEBAS
2093,16,0.0010625,0.99775,0.0011875,PRUEBAS
2107,8,0.0111375,0.9714875000000001,0.017375,PRODUCCION
2111,4,0.023450000000000002,0.966,0.01055,DEVELOP
2112,4,0.01835,0.9652499999999999,0.0164,QASERVER
2114,4,0.001175,0.996875,0.0019500000000000001,QASERVER
2123,8,0.0086,0.9777375,0.013662500000000001,PRODUCCION
2133,16,0.002375,0.996125,0.0014375,PRUEBAS
2145,16,0.001,0.998,0.0009375,PRUEBAS
2146,4,0.001175,0.9922,0.006625000000000001,DEVELOP
2152,16,0.0016250000000000001,0.9970625,0.0013125,PRUEBAS
2156,8,0.0050625,0.98225,0.012675,PRODUCCION
2171,4,0.02925,0.9411,0.029650000000000003,QASERVER
2173,8,0.0132875,0.965025,0.021687500000000002,PRODUCCION
2179,4,0.007050000000000001,0.982425,0.010525000000000001,DEVELOP
2183,16,0.0060625,0.99224375,0.0016250000000000001,PRUEBAS
2187,16,0.0030625,0.9956875000000001,0.00125,PRUEBAS
2198,16,0.001375,0.99725,0.0013125,PRUEBAS
2199,16,0.00694375,0.99155625,0.0014375,PRUEBAS
2212,4,0.0066500000000000005,0.9785,0.01485,PREPRODUCCION
2216,16,0.00125,0.997375,0.001375,PRUEBAS
2220,4,0.0019500000000000001,0.991425,0.0066500000000000005,QASERVER
2225,4,0.005475,0.98595,0.008575000000000001,PREPRODUCCION
2229,8,0.013475,0.961725,0.024800000000000003,PRODUCCION
2234,8,0.00685,0.9859125,0.0072375,PRODUCCION
2239,4,0.01875,0.9629,0.01835,QASERVER
2256,4,0.04565,0.872825,0.081525,PREPRODUCCION
2258,4,0.01525,0.977725,0.007025,QASERVER
2262,4,0.058600000000000006,0.9,0.0414,DEVELOP
2264,4,0.00855,0.983225,0.0082,PREPRODUCCION
2266,16,0.0048125,0.99380625,0.0013125,PRUEBAS
2272,16,0.0011875,0.9975,0.00125,PRUEBAS
2273,4,0.00235,0.99375,0.0039000000000000003,QASERVER
2279,16,0.00125,0.9974375,0.00125,PRUEBAS
2283,4,0.0023250000000000002,0.9937750000000001,0.0039000000000000003,DEVELOP
2289,4,0.0019500000000000001,0.99375,0.0043,DEVELOP
2293,16,0.0008125000000000001,0.99825,0.0009375,PRUEBAS
2296,16,0.0009375,0.9979375,0.0010625,PRUEBAS
2301,4,0.0125,0.969925,0.017575,DEVELOP
2306,4,0.0211,0.956975,0.0219,DEVELOP
2316,4,0.013300000000000001,0.983575,0.003125,QASERVER
2320,16,0.0010625,0.9978125,0.0011250000000000001,PRUEBAS
2329,4,0.0711,0.70155,0.22735000000000002,DEVELOP
2338,8,0.0089875,0.9757750000000001,0.015237500000000001,PRODUCCION
2346,8,0.0103625,0.962825,0.0268,PRODUCCION
2348,4,0.0019500000000000001,0.988675,0.009375,QASERVER
2349,16,0.0071937500000000005,0.99111875,0.0016250000000000001,PRUEBAS
2354,8,0.0033250000000000003,0.97715,0.019525,PRODUCCION
2360,16,0.0009375,0.9978125,0.00125,PRUEBAS
2369,4,0.0211,0.9547,0.024200000000000003,PREPRODUCCION
2371,8,0.010725,0.9705625,0.018725000000000002,PRODUCCION
2376,16,0.007443750000000001,0.99099375,0.0015625,PRUEBAS
2377,16,0.0070625,0.991375,0.0015,PRUEBAS
2388,16,0.00125,0.9975,0.0011875,PRUEBAS
2393,16,0.0073750000000000005,0.99125,0.001375,PRUEBAS
2398,4,0.00275,0.9878750000000001,0.009375,DEVELOP
2400,4,0.0164,0.9656,0.017975,PREPRODUCCION
2403,16,0.0071937500000000005,0.99124375,0.0015625,PRUEBAS
2404,4,0.0035250000000000004,0.989475,0.007025,DEVELOP
2418,8,0.0107375,0.972475,0.0167875,PRODUCCION
2420,4,0.003125,0.98905,0.007825,PREPRODUCCION
2422,8,0.0138625,0.9677625,0.0183625,PRODUCCION
2424,4,0.001175,0.992975,0.00585,QASERVER
2426,4,0.0184,0.96945,0.012150000000000001,PREPRODUCCION
2428,16,0.001375,0.99725,0.0013125,PRUEBAS
2429,16,0.0011875,0.9975625,0.0011250000000000001,PRUEBAS
2431,4,0.005475,0.989475,0.0050750000000000005,DEVELOP
2452,4,0.01565,0.971825,0.012525000000000001,QASERVER
2453,4,0.281025,0.577675,0.1413,PREPRODUCCION
2455,4,0.014075,0.9785,0.007425,QASERVER
2456,4,0.025325,0.946975,0.027675,QASERVER
2463,8,0.005475,0.98045,0.014087500000000001,PRODUCCION
2476,8,0.0121125,0.9599625,0.027925000000000002,PRODUCCION
2483,4,0.003125,0.990625,0.00625,PREPRODUCCION
2490,4,0.004275,0.989075,0.006625000000000001,DEVELOP
2494,4,0.00275,0.991425,0.00585,PREPRODUCCION
2495,4,0.00975,0.97305,0.0172,PREPRODUCCION
2496,4,0.009775,0.973425,0.016800000000000002,PREPRODUCCION
2497,4,0.017975,0.96715,0.01485,QASERVER
2498,4,0.016825,0.95655,0.026625000000000003,QASERVER
2513,4,0.06495000000000001,0.883425,0.051625000000000004,DEVELOP
2517,4,0.019125,0.971125,0.00975,PREPRODUCCION
2528,16,0.0059375,0.99249375,0.0015,PRUEBAS
2530,16,0.0013125,0.997375,0.00125,PRUEBAS
2541,16,0.0010625,0.9979375,0.0009375,PRUEBAS
2542,4,0.023450000000000002,0.9476,0.02895,QASERVER
2546,4,0.00975,0.977375,0.012875000000000001,DEVELOP
2550,4,0.0332,0.8956999999999999,0.0711,DEVELOP
2560,4,0.034325,0.9485,0.017175,DEVELOP
2562,8,0.0093875,0.9704625,0.02015,PRODUCCION
2566,4,0.0082,0.9793000000000001,0.0125,PREPRODUCCION
2567,4,0.092975,0.8265750000000001,0.08045000000000001,QASERVER
2569,4,0.009375,0.83945,0.151175,DEVELOP
2573,4,0.002725,0.9918,0.005475,QASERVER
2577,4,0.0007750000000000001,0.9937750000000001,0.00545,PREPRODUCCION
2583,16,0.002875,0.99218125,0.0049375,PRUEBAS
2589,8,0.0056625,0.98165,0.0126875,PRODUCCION
2600,4,0.0379,0.92735,0.03475,DEVELOP
2602,8,0.005262500000000001,0.9773625,0.017375,PRODUCCION
2605,16,0.007318750000000001,0.99099375,0.0016250000000000001,PRUEBAS
