,@timestamp,@version,event,host,system
11,2023-03-13T14:03:01.333Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8375}, 'user': {'pct': 0.08750000000000001}, 'system': {'pct': 0.075}}}"
12,2023-03-13T15:41:21.393Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9}, 'user': {'pct': 0.0641}, 'system': {'pct': 0.0359}}}"
13,2023-03-13T15:20:31.380Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8938}, 'user': {'pct': 0.0625}, 'system': {'pct': 0.0437}}}"
14,2023-03-13T15:20:01.380Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.892}, 'user': {'pct': 0.036000000000000004}, 'system': {'pct': 0.07200000000000001}}}"
15,2023-03-13T13:48:21.325Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8796}, 'user': {'pct': 0.06720000000000001}, 'system': {'pct': 0.053200000000000004}}}"
16,2023-03-13T15:07:51.372Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9843}, 'user': {'pct': 0.0016}, 'system': {'pct': 0.014100000000000001}}}"
17,2023-03-13T15:30:51.386Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9844}, 'user': {'pct': 0.0078000000000000005}, 'system': {'pct': 0.0078000000000000005}}}"
18,2023-03-13T15:27:41.372Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.753}, 'user': {'pct': 0.12350000000000001}, 'system': {'pct': 0.12350000000000001}}}"
19,2023-03-13T15:39:21.393Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9813}, 'user': {'pct': 0.0015}, 'system': {'pct': 0.0172}}}"
20,2023-03-13T15:47:31.386Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8922}, 'user': {'pct': 0.0719}, 'system': {'pct': 0.0359}}}"
21,2023-03-13T06:30:51.060Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8922}, 'user': {'pct': 0.0656}, 'system': {'pct': 0.0422}}}"
22,2023-03-13T06:37:01.063Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9562}, 'user': {'pct': 0.0188}, 'system': {'pct': 0.025}}}"
23,2023-03-13T06:53:51.073Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9781}, 'user': {'pct': 0.0047}, 'system': {'pct': 0.0172}}}"
24,2023-03-13T05:42:01.030Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8578}, 'user': {'pct': 0.0625}, 'system': {'pct': 0.07970000000000001}}}"
25,2023-03-13T07:31:51.096Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9687}, 'user': {'pct': 0.014100000000000001}, 'system': {'pct': 0.0172}}}"
26,2023-03-13T06:45:41.057Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9312}, 'user': {'pct': 0.0218}, 'system': {'pct': 0.047}}}"
27,2023-03-13T07:04:11.068Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9735}, 'user': {'pct': 0.0078000000000000005}, 'system': {'pct': 0.0187}}}"
28,2023-03-13T07:07:51.071Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.886}, 'user': {'pct': 0.0625}, 'system': {'pct': 0.051500000000000004}}}"
29,2023-03-13T07:36:41.088Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8641}, 'user': {'pct': 0.0734}, 'system': {'pct': 0.0625}}}"
30,2023-03-13T16:07:11.396Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9093}, 'user': {'pct': 0.053200000000000004}, 'system': {'pct': 0.0376}}}"
31,2023-03-13T17:04:11.431Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9001}, 'user': {'pct': 0.0718}, 'system': {'pct': 0.0281}}}"
32,2023-03-13T17:37:31.463Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9797000000000002}, 'user': {'pct': 0.0047}, 'system': {'pct': 0.015600000000000001}}}"
33,2023-03-13T17:03:41.430Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.7906}, 'user': {'pct': 0.09380000000000001}, 'system': {'pct': 0.11560000000000001}}}"
34,2023-03-13T17:20:51.454Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9673}, 'user': {'pct': 0.0047}, 'system': {'pct': 0.0281}}}"
35,2023-03-13T17:12:31.448Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.903}, 'user': {'pct': 0.0579}, 'system': {'pct': 0.0391}}}"
36,2023-03-13T17:23:11.443Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9375}, 'user': {'pct': 0.031200000000000002}, 'system': {'pct': 0.0313}}}"
37,2023-03-13T17:48:51.469Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9781}, 'user': {'pct': 0.0031000000000000003}, 'system': {'pct': 0.0188}}}"
38,2023-03-13T06:06:41.032Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9687}, 'user': {'pct': 0.0078000000000000005}, 'system': {'pct': 0.0235}}}"
39,2023-03-13T06:03:11.031Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8983}, 'user': {'pct': 0.061}, 'system': {'pct': 0.0407}}}"
40,2023-03-13T05:58:31.041Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8019}, 'user': {'pct': 0.0796}, 'system': {'pct': 0.11850000000000001}}}"
41,2023-03-13T04:20:50.981Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9031000000000002}, 'user': {'pct': 0.0625}, 'system': {'pct': 0.0344}}}"
42,2023-03-13T05:35:01.023Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9407}, 'user': {'pct': 0.0218}, 'system': {'pct': 0.0375}}}"
43,2023-03-13T06:18:31.052Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8015}, 'user': {'pct': 0.0844}, 'system': {'pct': 0.11410000000000001}}}"
44,2023-03-13T06:06:01.045Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.947}, 'user': {'pct': 0.0172}, 'system': {'pct': 0.0358}}}"
45,2023-03-13T14:13:01.341Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8315}, 'user': {'pct': 0.0937}, 'system': {'pct': 0.07490000000000001}}}"
46,2023-03-13T14:48:21.361Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8859}, 'user': {'pct': 0.0594}, 'system': {'pct': 0.054700000000000006}}}"
47,2023-03-13T14:12:21.339Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9656000000000002}, 'user': {'pct': 0.011}, 'system': {'pct': 0.0234}}}"
48,2023-03-13T13:35:21.310Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9094}, 'user': {'pct': 0.051500000000000004}, 'system': {'pct': 0.0391}}}"
49,2023-03-13T14:41:41.344Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.7873}, 'user': {'pct': 0.0704}, 'system': {'pct': 0.1423}}}"
50,2023-03-13T14:37:11.343Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8826}, 'user': {'pct': 0.0579}, 'system': {'pct': 0.059500000000000004}}}"
51,2023-03-13T14:56:31.366Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9530000000000003}, 'user': {'pct': 0.014100000000000001}, 'system': {'pct': 0.0329}}}"
52,2023-03-13T16:10:11.398Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9109}, 'user': {'pct': 0.0562}, 'system': {'pct': 0.0329}}}"
53,2023-03-13T16:37:41.416Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8171}, 'user': {'pct': 0.0922}, 'system': {'pct': 0.0907}}}"
54,2023-03-13T16:44:21.430Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9313000000000002}, 'user': {'pct': 0.054700000000000006}, 'system': {'pct': 0.014}}}"
55,2023-03-13T16:53:51.437Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.975}, 'user': {'pct': 0.0094}, 'system': {'pct': 0.015600000000000001}}}"
56,2023-03-13T16:30:01.421Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8967}, 'user': {'pct': 0.046900000000000004}, 'system': {'pct': 0.056400000000000006}}}"
57,2023-03-13T16:59:41.428Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.825}, 'user': {'pct': 0.06720000000000001}, 'system': {'pct': 0.1078}}}"
58,2023-03-13T18:13:31.485Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.975}, 'user': {'pct': 0.0047}, 'system': {'pct': 0.020300000000000002}}}"
59,2023-03-13T18:17:21.488Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9063}, 'user': {'pct': 0.064}, 'system': {'pct': 0.0297}}}"
60,2023-03-13T18:24:41.480Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.7265}, 'user': {'pct': 0.1313}, 'system': {'pct': 0.1422}}}"
61,2023-03-13T18:32:41.484Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8016}, 'user': {'pct': 0.0781}, 'system': {'pct': 0.1203}}}"
62,2023-03-13T18:33:31.494Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9812000000000003}, 'user': {'pct': 0.0047}, 'system': {'pct': 0.014100000000000001}}}"
63,2023-03-13T19:02:41.502Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8232}, 'user': {'pct': 0.07200000000000001}, 'system': {'pct': 0.1048}}}"
64,2023-03-13T18:45:11.492Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9811}, 'user': {'pct': 0.0079}, 'system': {'pct': 0.011}}}"
65,2023-03-13T19:07:31.519Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9015}, 'user': {'pct': 0.061}, 'system': {'pct': 0.0375}}}"
66,2023-03-13T13:29:31.313Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.939}, 'user': {'pct': 0.025}, 'system': {'pct': 0.036000000000000004}}}"
67,2023-03-13T14:12:51.334Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9485}, 'user': {'pct': 0.0187}, 'system': {'pct': 0.0328}}}"
68,2023-03-13T14:35:41.341Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.6875}, 'user': {'pct': 0.1562}, 'system': {'pct': 0.1563}}}"
69,2023-03-13T17:58:21.476Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9718}, 'user': {'pct': 0.0125}, 'system': {'pct': 0.015700000000000002}}}"
70,2023-03-13T07:15:41.075Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9578}, 'user': {'pct': 0.014100000000000001}, 'system': {'pct': 0.0281}}}"
71,2023-03-13T07:17:31.088Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.781}, 'user': {'pct': 0.08600000000000001}, 'system': {'pct': 0.133}}}"
72,2023-03-13T08:23:31.127Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.7767}, 'user': {'pct': 0.1218}, 'system': {'pct': 0.1015}}}"
73,2023-03-13T10:46:11.201Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9656000000000002}, 'user': {'pct': 0.0078000000000000005}, 'system': {'pct': 0.026600000000000002}}}"
74,2023-03-13T10:28:31.203Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.7825}, 'user': {'pct': 0.10650000000000001}, 'system': {'pct': 0.1111}}}"
75,2023-03-13T08:00:01.117Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8611}, 'user': {'pct': 0.0796}, 'system': {'pct': 0.059300000000000005}}}"
76,2023-03-13T10:49:11.204Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9421}, 'user': {'pct': 0.0172}, 'system': {'pct': 0.0407}}}"
77,2023-03-13T10:40:41.198Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.7856}, 'user': {'pct': 0.1096}, 'system': {'pct': 0.10490000000000001}}}"
78,2023-03-13T10:32:41.194Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.7809}, 'user': {'pct': 0.1143}, 'system': {'pct': 0.10490000000000001}}}"
79,2023-03-13T10:59:01.222Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.925}, 'user': {'pct': 0.0329}, 'system': {'pct': 0.042100000000000005}}}"
80,2023-03-13T13:51:31.326Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9438}, 'user': {'pct': 0.025}, 'system': {'pct': 0.031200000000000002}}}"
81,2023-03-13T14:00:11.319Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9655}, 'user': {'pct': 0.015700000000000002}, 'system': {'pct': 0.0188}}}"
82,2023-03-13T15:40:31.392Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8344}, 'user': {'pct': 0.0734}, 'system': {'pct': 0.0922}}}"
83,2023-03-13T15:07:01.372Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.925}, 'user': {'pct': 0.026600000000000002}, 'system': {'pct': 0.048400000000000006}}}"
84,2023-03-13T13:43:01.318Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8421000000000003}, 'user': {'pct': 0.0813}, 'system': {'pct': 0.0766}}}"
85,2023-03-13T15:11:11.362Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9765}, 'user': {'pct': 0.0047}, 'system': {'pct': 0.0188}}}"
86,2023-03-13T15:23:51.382Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9641}, 'user': {'pct': 0.0109}, 'system': {'pct': 0.025}}}"
87,2023-03-13T15:38:31.391Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9797000000000002}, 'user': {'pct': 0.0078000000000000005}, 'system': {'pct': 0.0125}}}"
88,2023-03-13T15:50:21.398Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9811}, 'user': {'pct': 0.0032}, 'system': {'pct': 0.015700000000000002}}}"
89,2023-03-13T15:55:11.389Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.975}, 'user': {'pct': 0.014100000000000001}, 'system': {'pct': 0.0109}}}"
90,2023-03-13T06:35:01.062Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8748}, 'user': {'pct': 0.0689}, 'system': {'pct': 0.0563}}}"
91,2023-03-13T06:42:51.066Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9672}, 'user': {'pct': 0.015600000000000001}, 'system': {'pct': 0.0172}}}"
92,2023-03-13T06:55:01.069Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9391}, 'user': {'pct': 0.014100000000000001}, 'system': {'pct': 0.0468}}}"
93,2023-03-13T05:46:21.032Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9766}, 'user': {'pct': 0.0047}, 'system': {'pct': 0.0187}}}"
94,2023-03-13T06:47:31.070Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8156}, 'user': {'pct': 0.0969}, 'system': {'pct': 0.08750000000000001}}}"
95,2023-03-13T06:58:01.076Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9407}, 'user': {'pct': 0.015600000000000001}, 'system': {'pct': 0.0437}}}"
96,2023-03-13T07:19:21.079Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9734}, 'user': {'pct': 0.0125}, 'system': {'pct': 0.014100000000000001}}}"
97,2023-03-13T07:18:21.088Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.9124}, 'user': {'pct': 0.053200000000000004}, 'system': {'pct': 0.0344}}}"
98,2023-03-13T16:00:01.405Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8781}, 'user': {'pct': 0.0531}, 'system': {'pct': 0.0688}}}"
99,2023-03-13T17:09:51.447Z,1,{'dataset': 'system.cpu'},{'name': 'QASERVER'},"{'cpu': {'cores': 4, 'idle': {'pct': 3.8859}, 'user': {'pct': 0.0656}, 'system': {'pct': 0.0485}}}"
