,out_bytes,out_bytes_norm,in_bytes,in_bytes_norm,host
161,1190896230,0.001469854859721403,441233521,0.0031169829699536546,PRUEBAS
162,0,0.0,0,0.0,QASERVER
164,0,0.0,0,0.0,PRODUCCION
165,0,0.0,0,0.0,PRODUCCION
166,13964,1.7234963671981456e-08,13964,9.864515754330649e-08,PRUEBAS
167,3162551017,0.0039033551911188055,1137072625,0.008032562892531228,PRUEBAS
172,15091946442,0.018627123221667128,4467781166,0.03156151367724775,PRUEBAS
173,5316052677,0.006561298679922283,1183549626,0.008360887948803457,DEVELOP
176,9568,1.180923320062436e-08,9568,6.759072381655375e-08,PRUEBAS
177,0,0.0,0,0.0,PRUEBAS
178,11778932830,0.014538060686032634,3215138224,0.02271253341664184,PREPRODUCCION
180,2809383660,0.0034674609940388355,613623556,0.004334788911050126,PREPRODUCCION
181,13524,1.6691896927805584e-08,13524,9.553688847147501e-08,PRUEBAS
182,0,0.0,0,0.0,PRUEBAS
183,0,0.0,0,0.0,PRUEBAS
184,0,0.0,0,0.0,PREPRODUCCION
185,0,0.0,0,0.0,PRUEBAS
186,0,0.0,0,0.0,PRUEBAS
187,5298943091,0.00654018130000588,1905209673,0.013458873413500175,PRUEBAS
188,0,0.0,0,0.0,QASERVER
190,0,0.0,0,0.0,DEVELOP
197,6513824261,0.008039639394443314,808778840,0.005713414214372148,DEVELOP
198,0,0.0,0,0.0,PRUEBAS
199,2711165906,0.0033462364579364572,585223288,0.0041341623777407495,PREPRODUCCION
201,13964,1.7234963671981456e-08,13964,9.864515754330649e-08,PRUEBAS
202,5044964909,0.0062267106082094115,4413944381,0.03118119728237879,QASERVER
203,0,0.0,0,0.0,PRUEBAS
205,0,0.0,0,0.0,QASERVER
208,11026,1.3608758912007126e-08,11026,7.78903972409408e-08,PRUEBAS
220,643251331,0.0007939281954840101,247494072,0.0017483594760437152,PRUEBAS
221,0,0.0,0,0.0,QASERVER
222,459196208,0.0005667595218556029,83600153,0.0005905722044779094,DEVELOP
223,12770243702,0.015761578794494413,1784461505,0.012605878422421285,DEVELOP
224,65728415792,0.081124810827271,11479237240,0.08109217745751868,PRODUCCION
225,0,0.0,0,0.0,DEVELOP
227,3606288736,0.004451035187312799,716598653,0.005062230522809096,PREPRODUCCION
229,2933097781,0.003620154232448039,2182861115,0.015420272026950206,QASERVER
233,0,0.0,0,0.0,PRODUCCION
236,2254795610,0.002782964797056235,822177585,0.005808066270474095,PRUEBAS
238,0,0.0,0,0.0,PRUEBAS
240,0,0.0,0,0.0,PRODUCCION
241,4627375773,0.005711304307094107,1653314802,0.01167942560240408,PRUEBAS
242,739015287,0.0009121241495620129,276585608,0.0019538692978638794,PRUEBAS
245,3908813420,0.004824424039978057,2938327602,0.020757074564103122,QASERVER
246,0,0.0,0,0.0,PREPRODUCCION
249,0,0.0,0,0.0,PREPRODUCCION
251,0,0.0,0,0.0,PRUEBAS
253,0,0.0,0,0.0,DEVELOP
254,0,0.0,0,0.0,PRUEBAS
259,0,0.0,0,0.0,PREPRODUCCION
260,38136969950,0.047070272962453336,6080348319,0.04295308778615968,PRODUCCION
263,546812471,0.0006748992461380272,202881221,0.00143320323747661,PRUEBAS
264,0,0.0,0,0.0,PRUEBAS
265,92484624,0.0001141484628227488,29871599,0.00021102038022239163,DEVELOP
266,0,0.0,0,0.0,DEVELOP
267,4520327985,0.00557918136686595,1616777176,0.011421314755008748,PRUEBAS
269,0,0.0,0,0.0,QASERVER
270,5970077342,0.0073685237831774275,2144867571,0.015151876213894595,PRUEBAS
271,0,0.0,0,0.0,PRUEBAS
273,0,0.0,0,0.0,QASERVER
274,0,0.0,0,0.0,PRUEBAS
275,1882082380,0.002322946250857662,1111802956,0.007854051686603684,QASERVER
277,0,0.0,0,0.0,DEVELOP
281,1050527167,0.0012966053823886131,390867322,0.002761183654914087,PRUEBAS
282,0,0.0,0,0.0,PRUEBAS
283,1907354618,0.0023541383236047025,1216117499,0.008590955476942629,QASERVER
285,10498,1.2957078818996084e-08,10498,7.416047435474302e-08,PRUEBAS
286,0,0.0,0,0.0,PRUEBAS
287,0,0.0,0,0.0,PRODUCCION
288,4003840100,0.004941710016608607,1434143466,0.010131144954402293,PRUEBAS
290,0,0.0,0,0.0,DEVELOP
291,0,0.0,0,0.0,PREPRODUCCION
292,2454933902,0.00302998400301387,892850690,0.006307318603387275,PRUEBAS
294,841563886,0.0010386939990591193,325617849,0.002300245202915897,PRUEBAS
296,2550150844,0.003147504809110058,1918095835,0.013549904456225653,QASERVER
297,0,0.0,0,0.0,PRODUCCION
299,0,0.0,0,0.0,PRUEBAS
300,0,0.0,0,0.0,PRUEBAS
303,0,0.0,0,0.0,QASERVER
304,158043549166,0.19506408109904216,31988496221,0.22597466695030144,PRODUCCION
307,0,0.0,0,0.0,PRUEBAS
308,0,0.0,0,0.0,PRUEBAS
310,186531483861,0.2302251036970159,26357723450,0.18619749228073287,PRODUCCION
312,0,0.0,0,0.0,PRODUCCION
314,878784337,0.001084633065289409,338700415,0.0023926636921840654,PRUEBAS
318,1759616050,0.002171793089257054,1345650831,0.009506011044276447,QASERVER
321,0,0.0,0,0.0,PRODUCCION
322,0,0.0,0,0.0,PRUEBAS
323,0,0.0,0,0.0,PREPRODUCCION
324,140450828284,0.17335039552953632,20572034875,0.14532595396954817,PRODUCCION
325,0,0.0,0,0.0,PRODUCCION
327,15467356434,0.01909047022640924,4051792159,0.028622864212065953,PREPRODUCCION
329,0,0.0,0,0.0,PRUEBAS
332,14298541818,0.017647869435372218,3845970950,0.02716889217056217,PREPRODUCCION
334,0,0.0,0,0.0,PRUEBAS
335,0,0.0,0,0.0,PRODUCCION
336,20950324056,0.025857782442093896,3325872787,0.02349478981972292,DEVELOP
338,0,0.0,0,0.0,PREPRODUCCION
339,15376,1.8977714223745835e-08,15376,1.0861987556472935e-07,PRUEBAS
341,4641756488,0.005729053598171313,1658263104,0.011714381634369267,PRUEBAS
342,0,0.0,0,0.0,PREPRODUCCION
344,0,0.0,0,0.0,PRUEBAS
345,1926210677,0.0023774112748981527,704725494,0.004978355584389465,PRUEBAS
346,0,0.0,0,0.0,PRUEBAS
350,0,0.0,0,0.0,PRUEBAS
352,0,0.0,0,0.0,PRUEBAS
357,0,0.0,0,0.0,DEVELOP
358,0,0.0,0,0.0,PRUEBAS
359,19497346686,0.024064455874623174,2836768084,0.020039632953308774,DEVELOP
361,6267538361,0.007735662844785533,2249656738,0.015892132865824332,PRUEBAS
362,237640533564,0.2933060701064043,36954089782,0.2610528507888057,PRODUCCION
363,3458223386,0.0042682866246997065,768787987,0.005430908915426558,DEVELOP
365,2049510123,0.0025295927037570355,1562075812,0.011034890759762848,QASERVER
366,0,0.0,0,0.0,QASERVER
367,0,0.0,0,0.0,PREPRODUCCION
374,0,0.0,0,0.0,QASERVER
377,2378244986,0.0029353312759081954,864669119,0.0061082369998988134,PRUEBAS
380,0,0.0,0,0.0,PREPRODUCCION
382,15266,1.884194753770187e-08,15266,1.0784280829677148e-07,PRUEBAS
384,2636284624,0.0032538147897195136,374363930,0.0026445996027915615,PREPRODUCCION
389,2285387243,0.002820722293720628,468969215,0.003312914787785432,DEVELOP
390,10608,1.309284550504005e-08,10608,7.49375416227009e-08,PRUEBAS
391,6098954120,0.007527588992787283,2189381736,0.015466335310094377,PRUEBAS
392,0,0.0,0,0.0,PREPRODUCCION
395,0,0.0,0,0.0,PREPRODUCCION
399,15267559272,0.018843872057629878,3984790483,0.02814954776372124,PREPRODUCCION
402,0,0.0,0,0.0,PRUEBAS
403,0,0.0,0,0.0,QASERVER
405,16381351035,0.02021856129949877,4209373931,0.02973606091250232,PREPRODUCCION
407,0,0.0,0,0.0,PRODUCCION
412,0,0.0,0,0.0,PRUEBAS
413,0,0.0,0,0.0,DEVELOP
417,0,0.0,0,0.0,PRUEBAS
418,2436430398,0.003007146190120404,512212366,0.003618395126016884,PREPRODUCCION
419,383717884,0.00047360095896803163,123032354,0.0008691310472109607,QASERVER
421,0,0.0,0,0.0,QASERVER
422,0,0.0,0,0.0,PREPRODUCCION
425,0,0.0,0,0.0,PREPRODUCCION
426,0,0.0,0,0.0,PREPRODUCCION
435,11133487548,0.013741424622761235,3092171607,0.021843866751894456,PREPRODUCCION
436,0,0.0,0,0.0,PREPRODUCCION
439,0,0.0,0,0.0,QASERVER
443,0,0.0,0,0.0,QASERVER
444,11972763727,0.014777295036383722,3310135917,0.023383620669021936,PREPRODUCCION
445,162586362905,0.20067101534139703,23536629772,0.16626858721694485,PRODUCCION
446,0,0.0,0,0.0,PRUEBAS
449,0,0.0,0,0.0,DEVELOP
450,0,0.0,0,0.0,PRODUCCION
452,0,0.0,0,0.0,QASERVER
454,0,0.0,0,0.0,PRODUCCION
455,0,0.0,0,0.0,PRUEBAS
457,0,0.0,0,0.0,PREPRODUCCION
458,0,0.0,0,0.0,PRUEBAS
459,2109411321,0.002603525314143613,1607582899,0.011356364103106587,QASERVER
461,0,0.0,0,0.0,PREPRODUCCION
467,5383506434,0.006644552980368693,1936040076,0.013676667022856994,PRUEBAS
474,0,0.0,0,0.0,PREPRODUCCION
475,0,0.0,0,0.0,PRUEBAS
477,173186075505,0.21375363218431054,36179048857,0.25557776956930306,PRODUCCION
478,0,0.0,0,0.0,PREPRODUCCION
479,13414,1.6556130241761617e-08,13414,9.475982120351713e-08,PRUEBAS
480,2228909690,0.002751015291841696,1389028463,0.009812441389628465,QASERVER
481,0,0.0,0,0.0,QASERVER
484,12644,1.5605763439453847e-08,12644,8.932035032781204e-08,PRUEBAS
486,0,0.0,0,0.0,PRODUCCION
487,0,0.0,0,0.0,PREPRODUCCION
488,0,0.0,0,0.0,PRUEBAS
490,0,0.0,0,0.0,PRUEBAS
491,15443398809,0.01906090070502984,4596296164,0.03246937548077022,PRUEBAS
494,2810898959,0.0034693312406169786,1015240597,0.007171911245733711,PRUEBAS
495,13304,1.642036355571765e-08,13304,9.398275393555926e-08,PRUEBAS
497,4332960069,0.005347923902990637,1549936804,0.010949137798105768,PRUEBAS
498,1762919592,0.0021758704615256635,265750427,0.001877326893341161,PREPRODUCCION
499,0,0.0,0,0.0,PRUEBAS
500,0,0.0,0,0.0,PRUEBAS
503,0,0.0,0,0.0,QASERVER
504,5361175568,0.006616991274247676,1928332725,0.0136222203848137,PRUEBAS
506,4997621159,0.006168276935096738,4378417972,0.030930229922542574,QASERVER
508,275522662340,0.34006180723557095,34728652820,0.24533181242449836,PRODUCCION
509,81716876922,0.10085845066875176,12164461048,0.08593276829772094,PRODUCCION
510,0,0.0,0,0.0,DEVELOP
512,0,0.0,0,0.0,PRUEBAS
517,0,0.0,0,0.0,PRUEBAS
519,0,0.0,0,0.0,PREPRODUCCION
524,16864839129,0.020815302901899625,2927330099,0.020679385476734317,PRODUCCION
525,4084998890,0.005041879652623501,524465575,0.0037049548318473092,DEVELOP
526,0,0.0,0,0.0,PREPRODUCCION
529,5196095248,0.00641324211081606,4835404240,0.03415849420226097,QASERVER
530,0,0.0,0,0.0,PRUEBAS
533,13194,1.628459686967368e-08,13194,9.32056866676014e-08,PRUEBAS
534,0,0.0,0,0.0,PRUEBAS
536,4493794601,0.005546432734000386,1607677968,0.011357035694089291,PRUEBAS
537,14184,1.7506497044069388e-08,14184,1.0019929207922223e-07,PRUEBAS
538,0,0.0,0,0.0,PRUEBAS
540,0,0.0,0,0.0,PRODUCCION
545,6206572849,0.007660416612719954,2228567900,0.015743156086469187,PRUEBAS
546,0,0.0,0,0.0,PRUEBAS
547,15272113434,0.0188494929983794,3987047211,0.02816548984973473,PREPRODUCCION
549,8297033567,0.010240552285337705,1725365154,0.012188407149531743,DEVELOP
550,0,0.0,0,0.0,PRUEBAS
552,5763070841,0.007113027541083544,2072163087,0.014638273716165806,PRUEBAS
554,0,0.0,0,0.0,PRUEBAS
556,13414,1.6556130241761617e-08,13414,9.475982120351713e-08,PRUEBAS
558,4328613026,0.005342558597334268,3203486150,0.022630220277467084,QASERVER
559,0,0.0,0,0.0,PRODUCCION
561,1843848803,0.0022757567413586,295153056,0.0020850343532303325,PREPRODUCCION
563,0,0.0,0,0.0,PREPRODUCCION
564,0,0.0,0,0.0,QASERVER
565,12790907851,0.01578708336749122,1792895866,0.01266546083932347,DEVELOP
566,1204954198,0.0014872058027020588,446182557,0.0031519441870767923,PRUEBAS
573,0,0.0,0,0.0,PRUEBAS
574,2644275754,0.0032636777827908456,1984481226,0.014018867314559154,QASERVER
576,3375292016,0.004165929194936196,445539840,0.0031474038748653373,PREPRODUCCION
577,1161575816,0.001433666355701247,891594953,0.0062984477659339694,QASERVER
578,6434553352,0.007941799861583106,2306943573,0.016296821269128,PRUEBAS
580,285178365662,0.35197928761240427,35627192938,0.251679322557633,PRODUCCION
581,0,0.0,0,0.0,PREPRODUCCION
586,0,0.0,0,0.0,PREPRODUCCION
587,0,0.0,0,0.0,PRUEBAS
588,1595140107,0.001968789873665541,1025844668,0.00724682103192645,QASERVER
591,1899921213,0.002344963698487678,695482026,0.00491305743506932,PRUEBAS
592,0,0.0,0,0.0,PRUEBAS
596,0,0.0,0,0.0,PRUEBAS
597,0,0.0,0,0.0,PRUEBAS
599,0,0.0,0,0.0,PRODUCCION
605,0,0.0,0,0.0,PRUEBAS
608,0,0.0,0,0.0,PREPRODUCCION
609,0,0.0,0,0.0,PRUEBAS
611,1053401342,0.001300152811614617,149522683,0.001056265297968553,PREPRODUCCION
612,0,0.0,0,0.0,PRUEBAS
614,0,0.0,0,0.0,PRUEBAS
618,1163197806,0.0014356682848566695,431094002,0.0030453548942469552,PRUEBAS
621,0,0.0,0,0.0,PRUEBAS
622,10916,1.347299222596316e-08,10916,7.711332997298293e-08,PRUEBAS
626,0,0.0,0,0.0,PRUEBAS
629,146431608177,0.18073212885709092,29796037190,0.2104865928654948,PRODUCCION
630,0,0.0,0,0.0,PRUEBAS
631,66884511163,0.0825517129842841,13928198811,0.09839224906943492,PRODUCCION
632,3748992196,0.004627165876869233,1346652830,0.009513089413598507,PRUEBAS
634,519953258,0.0006417484612402177,193333983,0.0013657591815747594,PRUEBAS
636,0,0.0,0,0.0,DEVELOP
638,0,0.0,0,0.0,PRUEBAS
639,322715568,0.0003983093018377872,122111601,0.000862626619773015,PRUEBAS
640,2570606977,0.0031727526398981,357119376,0.002522779798573998,PREPRODUCCION
642,0,0.0,0,0.0,PRUEBAS
643,0,0.0,0,0.0,PREPRODUCCION
645,1029132350,0.0012701989878194575,383179907,0.0027068778497167383,PRUEBAS
646,0,0.0,0,0.0,PREPRODUCCION
651,15576371476,0.01922502123533,4643759983,0.03280467166401728,PRUEBAS
652,0,0.0,0,0.0,PRUEBAS
654,0,0.0,0,0.0,PRUEBAS
655,0,0.0,0,0.0,PRUEBAS
656,15519633478,0.01915499278113701,4623365888,0.03266060272143434,PRUEBAS
657,0,0.0,0,0.0,QASERVER
658,0,0.0,0,0.0,PRODUCCION
660,0,0.0,0,0.0,PRODUCCION
662,258263812518,0.3187601995513577,32663230916,0.23074116009611997,PRODUCCION
663,934581681,0.0011535005242433657,348906318,0.0024647607209227294,PRUEBAS
665,0,0.0,0,0.0,PRUEBAS
667,0,0.0,0,0.0,PRUEBAS
668,0,0.0,0,0.0,PRUEBAS
669,11136,1.3744525598051094e-08,11136,7.866746450889868e-08,PRUEBAS
670,2609854229,0.003221193270265122,945414903,0.00667864523418969,PRUEBAS
671,0,0.0,0,0.0,PREPRODUCCION
672,0,0.0,0,0.0,PREPRODUCCION
681,0,0.0,0,0.0,PREPRODUCCION
682,15266,1.884194753770187e-08,15266,1.0784280829677148e-07,PRUEBAS
684,0,0.0,0,0.0,PRODUCCION
687,0,0.0,0,0.0,PREPRODUCCION
689,11246,1.3880292284095062e-08,11246,7.944453177685655e-08,PRUEBAS
692,1655514519,0.002043306544930024,607493412,0.0042914840542295045,PRUEBAS
696,178134127663,0.21986072894671382,25369307474,0.17921507680731258,PRODUCCION
700,14383787634,0.017753083452985253,1968923596,0.013908964359650068,DEVELOP
702,0,0.0,0,0.0,PRUEBAS
705,0,0.0,0,0.0,PRUEBAS
708,0,0.0,0,0.0,DEVELOP
711,0,0.0,0,0.0,PRUEBAS
712,0,0.0,0,0.0,PRUEBAS
714,1155134070,0.0014257156783670927,421848994,0.0029800458659850586,PRUEBAS
715,13621201021,0.01681186656872613,3732475839,0.026367134572095396,PREPRODUCCION
720,2629593939,0.0032455568612666584,1533719640,0.010834575731528453,QASERVER
724,28646472,3.5356696093557285e-05,18414015,0.000130081166619866,PREPRODUCCION
727,9130579683,0.011269350411102616,2427945518,0.017151609003843805,PREPRODUCCION
728,0,0.0,0,0.0,QASERVER
730,15084258269,0.018617634151031286,3940594127,0.027837333749079297,PREPRODUCCION
731,5179928789,0.006393288778420645,4825311052,0.03408719342022329,QASERVER
732,0,0.0,0,0.0,DEVELOP
734,3601113935,0.004444648227470007,656169560,0.004635344430057441,PRODUCCION
737,0,0.0,0,0.0,PRUEBAS
738,0,0.0,0,0.0,PREPRODUCCION
739,106909482802,0.13195223806092782,14320554864,0.10116394948917531,PRODUCCION
740,0,0.0,0,0.0,PREPRODUCCION
741,2256940187,0.0027856117253494722,460104772,0.0032502941650219934,PREPRODUCCION
743,2601767336,0.003211212082419648,1954833799,0.013809430540914876,QASERVER
745,0,0.0,0,0.0,PRUEBAS
749,0,0.0,0,0.0,PREPRODUCCION
752,0,0.0,0,0.0,PREPRODUCCION
756,0,0.0,0,0.0,PREPRODUCCION
757,0,0.0,0,0.0,QASERVER
758,0,0.0,0,0.0,DEVELOP
759,294443841,0.00036341513198751674,93812313,0.0006627134342156245,QASERVER
762,0,0.0,0,0.0,PRUEBAS
763,0,0.0,0,0.0,QASERVER
769,0,0.0,0,0.0,PREPRODUCCION
771,0,0.0,0,0.0,DEVELOP
773,0,0.0,0,0.0,PRUEBAS
775,0,0.0,0,0.0,PRODUCCION
776,838537022,0.001034958114564703,314249750,0.002219938133535855,PRUEBAS
777,10776570111,0.013300901917190357,2834955708,0.020026829879973933,PREPRODUCCION
781,0,0.0,0,0.0,PRUEBAS
783,2196878658,0.00271148122761253,429216380,0.00303209090699425,PREPRODUCCION
784,2997933524,0.003700177268487206,1078446540,0.007618413695240174,PRUEBAS
787,0,0.0,0,0.0,PRUEBAS
791,0,0.0,0,0.0,PRUEBAS
792,0,0.0,0,0.0,QASERVER
793,965116796,0.0011911882639844698,360197099,0.0025445215967843716,PRUEBAS
794,0,0.0,0,0.0,PRUEBAS
796,15029493201,0.0185500407710919,4446006047,0.031407688838786044,PRUEBAS
798,8432955579,0.010408313022880145,2291663701,0.01618888046558449,PREPRODUCCION
800,0,0.0,0,0.0,PRUEBAS
801,0,0.0,0,0.0,PREPRODUCCION
802,0,0.0,0,0.0,QASERVER
803,1808152768,0.0022316991742962413,1380725186,0.00975378498259676,QASERVER
804,0,0.0,0,0.0,PRUEBAS
806,0,0.0,0,0.0,QASERVER
810,1746944419,0.0021561532224603085,639372930,0.0045166888720119935,PRUEBAS
811,0,0.0,0,0.0,PRUEBAS
812,0,0.0,0,0.0,PRUEBAS
815,0,0.0,0,0.0,PRUEBAS
816,0,0.0,0,0.0,PRUEBAS
817,0,0.0,0,0.0,PRUEBAS
818,9568,1.180923320062436e-08,9568,6.759072381655375e-08,PRUEBAS
819,0,0.0,0,0.0,PREPRODUCCION
821,2033426946,0.0025097421615538668,1547965498,0.010935212003853688,QASERVER
822,0,0.0,0,0.0,PRODUCCION
823,0,0.0,0,0.0,DEVELOP
824,13426154448,0.01657113177926756,1872522481,0.013227962986366953,DEVELOP
825,0,0.0,0,0.0,PRUEBAS
826,2533728695,0.0031272358932241465,1906602426,0.01346871216594245,QASERVER
828,149756565402,0.1848359327086927,23837067808,0.16839095597899167,PRODUCCION
832,2902008051,0.0035817819632471145,637649317,0.00450451284251266,PREPRODUCCION
833,0,0.0,0,0.0,PRODUCCION
834,3689362994,0.004553568975532995,1323228048,0.009347610946768972,PRUEBAS
835,0,0.0,0,0.0,DEVELOP
836,0,0.0,0,0.0,QASERVER
837,10925137470,0.013484270080697034,2946513465,0.020814901529533008,PREPRODUCCION
838,987363377,0.0012186459419679125,368157735,0.0026007575028546177,PRUEBAS
840,2636544164,0.003254135125044021,1536004020,0.010850713158124614,QASERVER
845,15376,1.8977714223745835e-08,15376,1.0861987556472935e-07,PRUEBAS
846,0,0.0,0,0.0,PRUEBAS
847,2650239139,0.00327103804660043,385241039,0.002721438197099834,PREPRODUCCION
848,0,0.0,0,0.0,PRUEBAS
849,11088044234,0.013685336548719094,3061557166,0.02162759875164057,PREPRODUCCION
850,5416519418,0.006685299011587807,1947456658,0.013757316588167513,PRUEBAS
852,4288940199,0.00529359270417258,780970672,0.005516970422238753,PREPRODUCCION
853,13524,1.6691896927805584e-08,13524,9.553688847147501e-08,PRUEBAS
854,0,0.0,0,0.0,PRODUCCION
855,0,0.0,0,0.0,PRUEBAS
859,0,0.0,0,0.0,QASERVER
864,66943279,8.262424675224284e-05,18317629,0.00012940027202268975,PREPRODUCCION
867,907408790,0.001119962584595148,105598418,0.0007459734015993936,PREPRODUCCION
871,1713589306,0.002114984921054563,628015720,0.0044364587252272315,PRUEBAS
872,0,0.0,0,0.0,PREPRODUCCION
874,0,0.0,0,0.0,DEVELOP
875,0,0.0,0,0.0,PREPRODUCCION
877,0,0.0,0,0.0,PRUEBAS
878,61365194206,0.07573953687084624,10856738923,0.07669469503479538,PRODUCCION
880,0,0.0,0,0.0,PRUEBAS
881,0,0.0,0,0.0,QASERVER
885,12314,1.5198463381321944e-08,12314,8.698914852393843e-08,PRUEBAS
886,0,0.0,0,0.0,PREPRODUCCION
887,0,0.0,0,0.0,DEVELOP
890,118615208,0.00014639994276887167,42715225,0.00030175093809959783,PRUEBAS
891,2772787085,0.003422291942145113,1002031918,0.007078601862971324,PRUEBAS
892,4679616891,0.005775782520422214,1674386355,0.01182828027623444,PRUEBAS
893,0,0.0,0,0.0,DEVELOP
894,3755978305,0.004635788430208069,2847711496,0.020116939928444932,QASERVER
895,0,0.0,0,0.0,PRODUCCION
900,0,0.0,0,0.0,PRUEBAS
901,0,0.0,0,0.0,QASERVER
903,0,0.0,0,0.0,PREPRODUCCION
904,0,0.0,0,0.0,PRUEBAS
906,0,0.0,0,0.0,DEVELOP
908,0,0.0,0,0.0,PRUEBAS
911,2078542945,0.002565426249479257,1277891916,0.00902734527192336,QASERVER
912,0,0.0,0,0.0,DEVELOP
913,6262814345,0.007729832262993363,2248048531,0.015880772092917054,PRUEBAS
914,0,0.0,0,0.0,DEVELOP
917,0,0.0,0,0.0,PREPRODUCCION
918,0,0.0,0,0.0,PRUEBAS
920,0,0.0,0,0.0,PRUEBAS
921,2292153788,0.00282907385181715,473208492,0.003342862091390038,PREPRODUCCION
928,0,0.0,0,0.0,PRUEBAS
929,0,0.0,0,0.0,PRUEBAS
930,1812853503,0.002237501021686431,278312961,0.0019660717476503234,PREPRODUCCION
931,0,0.0,0,0.0,PRUEBAS
932,2357027748,0.0029091440569057763,1778685666,0.012565076463949516,QASERVER
937,0,0.0,0,0.0,PRUEBAS
940,15902436280,0.01962746430691778,2184520851,0.015431996813487036,DEVELOP
941,2715139249,0.003351140527133057,980644119,0.006927513149002578,PRUEBAS
944,0,0.0,0,0.0,PREPRODUCCION
